X_i, allowed Y_i
15111, "[-32768; 17656]"
15112, "[-32768; 17655]"
15113, "[-32768; 17654]"
15114, "[-32768; 17653]"
15115, "[-32768; 17652]"
15116, "[-32768; 17651]"
15117, "[-32768; 17650]"
15118, "[-32768; 17649]"
15119, "[-32768; 17648]"
15120, "[-32768; 17647]"
15121, "[-32768; 17646]"
15122, "[-32768; 17645]"
15123, "[-32768; 17644]"
15124, "[-32768; 17643]"
15125, "[-32768; 17642]"
15126, "[-32768; 17641]"
15127, "[-32768; 17640]"
15128, "[-32768; 17639]"
15129, "[-32768; 17638]"
15130, "[-32768; 17637]"
15131, "[-32768; 17636]"
15132, "[-32768; 17635]"
15133, "[-32768; 17634]"
15134, "[-32768; 17633]"
15135, "[-32768; 17632]"
15136, "[-32768; 17631]"
15137, "[-32768; 17630]"
15138, "[-32768; 17629]"
15139, "[-32768; 17628]"
15140, "[-32768; 17627]"
15141, "[-32768; 17626]"
15142, "[-32768; 17625]"
15143, "[-32768; 17624]"
15144, "[-32768; 17623]"
15145, "[-32768; 17622]"
15146, "[-32768; 17621]"
15147, "[-32768; 17620]"
15148, "[-32768; 17619]"
15149, "[-32768; 17618]"
15150, "[-32768; 17617]"
15151, "[-32768; 17616]"
15152, "[-32768; 17615]"
15153, "[-32768; 17614]"
15154, "[-32768; 17613]"
15155, "[-32768; 17612]"
15156, "[-32768; 17611]"
15157, "[-32768; 17610]"
15158, "[-32768; 17609]"
15159, "[-32768; 17608]"
15160, "[-32768; 17607]"
15161, "[-32768; 17606]"
15162, "[-32768; 17605]"
15163, "[-32768; 17604]"
15164, "[-32768; 17603]"
15165, "[-32768; 17602]"
15166, "[-32768; 17601]"
15167, "[-32768; 17600]"
15168, "[-32768; 17599]"
15169, "[-32768; 17598]"
15170, "[-32768; 17597]"
15171, "[-32768; 17596]"
15172, "[-32768; 17595]"
15173, "[-32768; 17594]"
15174, "[-32768; 17593]"
15175, "[-32768; 17592]"
15176, "[-32768; 17591]"
15177, "[-32768; 17590]"
15178, "[-32768; 17589]"
15179, "[-32768; 17588]"
15180, "[-32768; 17587]"
15181, "[-32768; 17586]"
15182, "[-32768; 17585]"
15183, "[-32768; 17584]"
15184, "[-32768; 17583]"
15185, "[-32768; 17582]"
15186, "[-32768; 17581]"
15187, "[-32768; 17580]"
15188, "[-32768; 17579]"
15189, "[-32768; 17578]"
15190, "[-32768; 17577]"
15191, "[-32768; 17576]"
15192, "[-32768; 17575]"
15193, "[-32768; 17574]"
15194, "[-32768; 17573]"
15195, "[-32768; 17572]"
15196, "[-32768; 17571]"
15197, "[-32768; 17570]"
15198, "[-32768; 17569]"
15199, "[-32768; 17568]"
15200, "[-32768; 17567]"
15201, "[-32768; 17566]"
15202, "[-32768; 17565]"
15203, "[-32768; 17564]"
15204, "[-32768; 17563]"
15205, "[-32768; 17562]"
15206, "[-32768; 17561]"
15207, "[-32768; 17560]"
15208, "[-32768; 17559]"
15209, "[-32768; 17558]"
15210, "[-32768; 17557]"
15211, "[-32768; 17556]"
15212, "[-32768; 17555]"
15213, "[-32768; 17554]"
15214, "[-32768; 17553]"
15215, "[-32768; 17552]"
15216, "[-32768; 17551]"
15217, "[-32768; 17550]"
15218, "[-32768; 17549]"
15219, "[-32768; 17548]"
15220, "[-32768; 17547]"
15221, "[-32768; 17546]"
15222, "[-32768; 17545]"
15223, "[-32768; 17544]"
15224, "[-32768; 17543]"
15225, "[-32768; 17542]"
15226, "[-32768; 17541]"
15227, "[-32768; 17540]"
15228, "[-32768; 17539]"
15229, "[-32768; 17538]"
15230, "[-32768; 17537]"
15231, "[-32768; 17536]"
15232, "[-32768; 17535]"
15233, "[-32768; 17534]"
15234, "[-32768; 17533]"
15235, "[-32768; 17532]"
15236, "[-32768; 17531]"
15237, "[-32768; 17530]"
15238, "[-32768; 17529]"
15239, "[-32768; 17528]"
15240, "[-32768; 17527]"
15241, "[-32768; 17526]"
15242, "[-32768; 17525]"
15243, "[-32768; 17524]"
15244, "[-32768; 17523]"
15245, "[-32768; 17522]"
15246, "[-32768; 17521]"
15247, "[-32768; 17520]"
15248, "[-32768; 17519]"
15249, "[-32768; 17518]"
15250, "[-32768; 17517]"
15251, "[-32768; 17516]"
15252, "[-32768; 17515]"
15253, "[-32768; 17514]"
15254, "[-32768; 17513]"
15255, "[-32768; 17512]"
15256, "[-32768; 17511]"
15257, "[-32768; 17510]"
15258, "[-32768; 17509]"
15259, "[-32768; 17508]"
15260, "[-32768; 17507]"
15261, "[-32768; 17506]"
15262, "[-32768; 17505]"
15263, "[-32768; 17504]"
15264, "[-32768; 17503]"
15265, "[-32768; 17502]"
15266, "[-32768; 17501]"
15267, "[-32768; 17500]"
15268, "[-32768; 17499]"
15269, "[-32768; 17498]"
15270, "[-32768; 17497]"
15271, "[-32768; 17496]"
15272, "[-32768; 17495]"
15273, "[-32768; 17494]"
15274, "[-32768; 17493]"
15275, "[-32768; 17492]"
15276, "[-32768; 17491]"
15277, "[-32768; 17490]"
15278, "[-32768; 17489]"
15279, "[-32768; 17488]"
15280, "[-32768; 17487]"
15281, "[-32768; 17486]"
15282, "[-32768; 17485]"
15283, "[-32768; 17484]"
15284, "[-32768; 17483]"
15285, "[-32768; 17482]"
15286, "[-32768; 17481]"
15287, "[-32768; 17480]"
15288, "[-32768; 17479]"
15289, "[-32768; 17478]"
15290, "[-32768; 17477]"
15291, "[-32768; 17476]"
15292, "[-32768; 17475]"
15293, "[-32768; 17474]"
15294, "[-32768; 17473]"
15295, "[-32768; 17472]"
15296, "[-32768; 17471]"
15297, "[-32768; 17470]"
15298, "[-32768; 17469]"
15299, "[-32768; 17468]"
15300, "[-32768; 17467]"
15301, "[-32768; 17466]"
15302, "[-32768; 17465]"
15303, "[-32768; 17464]"
15304, "[-32768; 17463]"
15305, "[-32768; 17462]"
15306, "[-32768; 17461]"
15307, "[-32768; 17460]"
15308, "[-32768; 17459]"
15309, "[-32768; 17458]"
15310, "[-32768; 17457]"
15311, "[-32768; 17456]"
15312, "[-32768; 17455]"
15313, "[-32768; 17454]"
15314, "[-32768; 17453]"
15315, "[-32768; 17452]"
15316, "[-32768; 17451]"
15317, "[-32768; 17450]"
15318, "[-32768; 17449]"
15319, "[-32768; 17448]"
15320, "[-32768; 17447]"
15321, "[-32768; 17446]"
15322, "[-32768; 17445]"
15323, "[-32768; 17444]"
15324, "[-32768; 17443]"
15325, "[-32768; 17442]"
15326, "[-32768; 17441]"
15327, "[-32768; 17440]"
15328, "[-32768; 17439]"
15329, "[-32768; 17438]"
15330, "[-32768; 17437]"
15331, "[-32768; 17436]"
15332, "[-32768; 17435]"
15333, "[-32768; 17434]"
15334, "[-32768; 17433]"
15335, "[-32768; 17432]"
15336, "[-32768; 17431]"
15337, "[-32768; 17430]"
15338, "[-32768; 17429]"
15339, "[-32768; 17428]"
15340, "[-32768; 17427]"
15341, "[-32768; 17426]"
15342, "[-32768; 17425]"
15343, "[-32768; 17424]"
15344, "[-32768; 17423]"
15345, "[-32768; 17422]"
15346, "[-32768; 17421]"
15347, "[-32768; 17420]"
15348, "[-32768; 17419]"
15349, "[-32768; 17418]"
15350, "[-32768; 17417]"
15351, "[-32768; 17416]"
15352, "[-32768; 17415]"
15353, "[-32768; 17414]"
15354, "[-32768; 17413]"
15355, "[-32768; 17412]"
15356, "[-32768; 17411]"
15357, "[-32768; 17410]"
15358, "[-32768; 17409]"
15359, "[-32768; 17408]"
15360, "[-32768; 17407]"
15361, "[-32768; 17406]"
15362, "[-32768; 17405]"
15363, "[-32768; 17404]"
15364, "[-32768; 17403]"
15365, "[-32768; 17402]"
15366, "[-32768; 17401]"
15367, "[-32768; 17400]"
15368, "[-32768; 17399]"
15369, "[-32768; 17398]"
15370, "[-32768; 17397]"
15371, "[-32768; 17396]"
15372, "[-32768; 17395]"
15373, "[-32768; 17394]"
15374, "[-32768; 17393]"
15375, "[-32768; 17392]"
15376, "[-32768; 17391]"
15377, "[-32768; 17390]"
15378, "[-32768; 17389]"
15379, "[-32768; 17388]"
15380, "[-32768; 17387]"
15381, "[-32768; 17386]"
15382, "[-32768; 17385]"
15383, "[-32768; 17384]"
15384, "[-32768; 17383]"
15385, "[-32768; 17382]"
15386, "[-32768; 17381]"
15387, "[-32768; 17380]"
15388, "[-32768; 17379]"
15389, "[-32768; 17378]"
15390, "[-32768; 17377]"
15391, "[-32768; 17376]"
15392, "[-32768; 17375]"
15393, "[-32768; 17374]"
15394, "[-32768; 17373]"
15395, "[-32768; 17372]"
15396, "[-32768; 17371]"
15397, "[-32768; 17370]"
15398, "[-32768; 17369]"
15399, "[-32768; 17368]"
15400, "[-32768; 17367]"
15401, "[-32768; 17366]"
15402, "[-32768; 17365]"
15403, "[-32768; 17364]"
15404, "[-32768; 17363]"
15405, "[-32768; 17362]"
15406, "[-32768; 17361]"
15407, "[-32768; 17360]"
15408, "[-32768; 17359]"
15409, "[-32768; 17358]"
15410, "[-32768; 17357]"
15411, "[-32768; 17356]"
15412, "[-32768; 17355]"
15413, "[-32768; 17354]"
15414, "[-32768; 17353]"
15415, "[-32768; 17352]"
15416, "[-32768; 17351]"
15417, "[-32768; 17350]"
15418, "[-32768; 17349]"
15419, "[-32768; 17348]"
15420, "[-32768; 17347]"
15421, "[-32768; 17346]"
15422, "[-32768; 17345]"
15423, "[-32768; 17344]"
15424, "[-32768; 17343]"
15425, "[-32768; 17342]"
15426, "[-32768; 17341]"
15427, "[-32768; 17340]"
15428, "[-32768; 17339]"
15429, "[-32768; 17338]"
15430, "[-32768; 17337]"
15431, "[-32768; 17336]"
15432, "[-32768; 17335]"
15433, "[-32768; 17334]"
15434, "[-32768; 17333]"
15435, "[-32768; 17332]"
15436, "[-32768; 17331]"
15437, "[-32768; 17330]"
15438, "[-32768; 17329]"
15439, "[-32768; 17328]"
15440, "[-32768; 17327]"
15441, "[-32768; 17326]"
15442, "[-32768; 17325]"
15443, "[-32768; 17324]"
15444, "[-32768; 17323]"
15445, "[-32768; 17322]"
15446, "[-32768; 17321]"
15447, "[-32768; 17320]"
15448, "[-32768; 17319]"
15449, "[-32768; 17318]"
15450, "[-32768; 17317]"
15451, "[-32768; 17316]"
15452, "[-32768; 17315]"
15453, "[-32768; 17314]"
15454, "[-32768; 17313]"
15455, "[-32768; 17312]"
15456, "[-32768; 17311]"
15457, "[-32768; 17310]"
15458, "[-32768; 17309]"
15459, "[-32768; 17308]"
15460, "[-32768; 17307]"
15461, "[-32768; 17306]"
15462, "[-32768; 17305]"
15463, "[-32768; 17304]"
15464, "[-32768; 17303]"
15465, "[-32768; 17302]"
15466, "[-32768; 17301]"
15467, "[-32768; 17300]"
15468, "[-32768; 17299]"
15469, "[-32768; 17298]"
15470, "[-32768; 17297]"
15471, "[-32768; 17296]"
15472, "[-32768; 17295]"
15473, "[-32768; 17294]"
15474, "[-32768; 17293]"
15475, "[-32768; 17292]"
15476, "[-32768; 17291]"
15477, "[-32768; 17290]"
15478, "[-32768; 17289]"
15479, "[-32768; 17288]"
15480, "[-32768; 17287]"
15481, "[-32768; 17286]"
15482, "[-32768; 17285]"
15483, "[-32768; 17284]"
15484, "[-32768; 17283]"
15485, "[-32768; 17282]"
15486, "[-32768; 17281]"
15487, "[-32768; 17280]"
15488, "[-32768; 17279]"
15489, "[-32768; 17278]"
15490, "[-32768; 17277]"
15491, "[-32768; 17276]"
15492, "[-32768; 17275]"
15493, "[-32768; 17274]"
15494, "[-32768; 17273]"
15495, "[-32768; 17272]"
15496, "[-32768; 17271]"
15497, "[-32768; 17270]"
15498, "[-32768; 17269]"
15499, "[-32768; 17268]"
15500, "[-32768; 17267]"
15501, "[-32768; 17266]"
15502, "[-32768; 17265]"
15503, "[-32768; 17264]"
15504, "[-32768; 17263]"
15505, "[-32768; 17262]"
15506, "[-32768; 17261]"
15507, "[-32768; 17260]"
15508, "[-32768; 17259]"
15509, "[-32768; 17258]"
15510, "[-32768; 17257]"
15511, "[-32768; 17256]"
15512, "[-32768; 17255]"
15513, "[-32768; 17254]"
15514, "[-32768; 17253]"
15515, "[-32768; 17252]"
15516, "[-32768; 17251]"
15517, "[-32768; 17250]"
15518, "[-32768; 17249]"
15519, "[-32768; 17248]"
15520, "[-32768; 17247]"
15521, "[-32768; 17246]"
15522, "[-32768; 17245]"
15523, "[-32768; 17244]"
15524, "[-32768; 17243]"
15525, "[-32768; 17242]"
15526, "[-32768; 17241]"
15527, "[-32768; 17240]"
15528, "[-32768; 17239]"
15529, "[-32768; 17238]"
15530, "[-32768; 17237]"
15531, "[-32768; 17236]"
15532, "[-32768; 17235]"
15533, "[-32768; 17234]"
15534, "[-32768; 17233]"
15535, "[-32768; 17232]"
15536, "[-32768; 17231]"
15537, "[-32768; 17230]"
15538, "[-32768; 17229]"
15539, "[-32768; 17228]"
15540, "[-32768; 17227]"
15541, "[-32768; 17226]"
15542, "[-32768; 17225]"
15543, "[-32768; 17224]"
15544, "[-32768; 17223]"
15545, "[-32768; 17222]"
15546, "[-32768; 17221]"
15547, "[-32768; 17220]"
15548, "[-32768; 17219]"
15549, "[-32768; 17218]"
15550, "[-32768; 17217]"
15551, "[-32768; 17216]"
15552, "[-32768; 17215]"
15553, "[-32768; 17214]"
15554, "[-32768; 17213]"
15555, "[-32768; 17212]"
15556, "[-32768; 17211]"
15557, "[-32768; 17210]"
15558, "[-32768; 17209]"
15559, "[-32768; 17208]"
15560, "[-32768; 17207]"
15561, "[-32768; 17206]"
15562, "[-32768; 17205]"
15563, "[-32768; 17204]"
15564, "[-32768; 17203]"
15565, "[-32768; 17202]"
15566, "[-32768; 17201]"
15567, "[-32768; 17200]"
15568, "[-32768; 17199]"
15569, "[-32768; 17198]"
15570, "[-32768; 17197]"
15571, "[-32768; 17196]"
15572, "[-32768; 17195]"
15573, "[-32768; 17194]"
15574, "[-32768; 17193]"
15575, "[-32768; 17192]"
15576, "[-32768; 17191]"
15577, "[-32768; 17190]"
15578, "[-32768; 17189]"
15579, "[-32768; 17188]"
15580, "[-32768; 17187]"
15581, "[-32768; 17186]"
15582, "[-32768; 17185]"
15583, "[-32768; 17184]"
15584, "[-32768; 17183]"
15585, "[-32768; 17182]"
15586, "[-32768; 17181]"
15587, "[-32768; 17180]"
15588, "[-32768; 17179]"
15589, "[-32768; 17178]"
15590, "[-32768; 17177]"
15591, "[-32768; 17176]"
15592, "[-32768; 17175]"
15593, "[-32768; 17174]"
15594, "[-32768; 17173]"
15595, "[-32768; 17172]"
15596, "[-32768; 17171]"
15597, "[-32768; 17170]"
15598, "[-32768; 17169]"
15599, "[-32768; 17168]"
15600, "[-32768; 17167]"
15601, "[-32768; 17166]"
15602, "[-32768; 17165]"
15603, "[-32768; 17164]"
15604, "[-32768; 17163]"
15605, "[-32768; 17162]"
15606, "[-32768; 17161]"
15607, "[-32768; 17160]"
15608, "[-32768; 17159]"
15609, "[-32768; 17158]"
15610, "[-32768; 17157]"
15611, "[-32768; 17156]"
15612, "[-32768; 17155]"
15613, "[-32768; 17154]"
15614, "[-32768; 17153]"
15615, "[-32768; 17152]"
15616, "[-32768; 17151]"
15617, "[-32768; 17150]"
15618, "[-32768; 17149]"
15619, "[-32768; 17148]"
15620, "[-32768; 17147]"
15621, "[-32768; 17146]"
15622, "[-32768; 17145]"
15623, "[-32768; 17144]"
15624, "[-32768; 17143]"
15625, "[-32768; 17142]"
15626, "[-32768; 17141]"
15627, "[-32768; 17140]"
15628, "[-32768; 17139]"
15629, "[-32768; 17138]"
15630, "[-32768; 17137]"
15631, "[-32768; 17136]"
15632, "[-32768; 17135]"
15633, "[-32768; 17134]"
15634, "[-32768; 17133]"
15635, "[-32768; 17132]"
15636, "[-32768; 17131]"
15637, "[-32768; 17130]"
15638, "[-32768; 17129]"
15639, "[-32768; 17128]"
15640, "[-32768; 17127]"
15641, "[-32768; 17126]"
15642, "[-32768; 17125]"
15643, "[-32768; 17124]"
15644, "[-32768; 17123]"
15645, "[-32768; 17122]"
15646, "[-32768; 17121]"
15647, "[-32768; 17120]"
15648, "[-32768; 17119]"
15649, "[-32768; 17118]"
15650, "[-32768; 17117]"
15651, "[-32768; 17116]"
15652, "[-32768; 17115]"
15653, "[-32768; 17114]"
15654, "[-32768; 17113]"
15655, "[-32768; 17112]"
15656, "[-32768; 17111]"
15657, "[-32768; 17110]"
15658, "[-32768; 17109]"
15659, "[-32768; 17108]"
15660, "[-32768; 17107]"
15661, "[-32768; 17106]"
15662, "[-32768; 17105]"
15663, "[-32768; 17104]"
15664, "[-32768; 17103]"
15665, "[-32768; 17102]"
15666, "[-32768; 17101]"
15667, "[-32768; 17100]"
15668, "[-32768; 17099]"
15669, "[-32768; 17098]"
15670, "[-32768; 17097]"
15671, "[-32768; 17096]"
15672, "[-32768; 17095]"
15673, "[-32768; 17094]"
15674, "[-32768; 17093]"
15675, "[-32768; 17092]"
15676, "[-32768; 17091]"
15677, "[-32768; 17090]"
15678, "[-32768; 17089]"
15679, "[-32768; 17088]"
15680, "[-32768; 17087]"
15681, "[-32768; 17086]"
15682, "[-32768; 17085]"
15683, "[-32768; 17084]"
15684, "[-32768; 17083]"
15685, "[-32768; 17082]"
15686, "[-32768; 17081]"
15687, "[-32768; 17080]"
15688, "[-32768; 17079]"
15689, "[-32768; 17078]"
15690, "[-32768; 17077]"
15691, "[-32768; 17076]"
15692, "[-32768; 17075]"
15693, "[-32768; 17074]"
15694, "[-32768; 17073]"
15695, "[-32768; 17072]"
15696, "[-32768; 17071]"
15697, "[-32768; 17070]"
15698, "[-32768; 17069]"
15699, "[-32768; 17068]"
15700, "[-32768; 17067]"
15701, "[-32768; 17066]"
15702, "[-32768; 17065]"
15703, "[-32768; 17064]"
15704, "[-32768; 17063]"
15705, "[-32768; 17062]"
15706, "[-32768; 17061]"
15707, "[-32768; 17060]"
15708, "[-32768; 17059]"
15709, "[-32768; 17058]"
15710, "[-32768; 17057]"
15711, "[-32768; 17056]"
15712, "[-32768; 17055]"
15713, "[-32768; 17054]"
15714, "[-32768; 17053]"
15715, "[-32768; 17052]"
15716, "[-32768; 17051]"
15717, "[-32768; 17050]"
15718, "[-32768; 17049]"
15719, "[-32768; 17048]"
15720, "[-32768; 17047]"
15721, "[-32768; 17046]"
15722, "[-32768; 17045]"
15723, "[-32768; 17044]"
15724, "[-32768; 17043]"
15725, "[-32768; 17042]"
15726, "[-32768; 17041]"
15727, "[-32768; 17040]"
15728, "[-32768; 17039]"
15729, "[-32768; 17038]"
15730, "[-32768; 17037]"
15731, "[-32768; 17036]"
15732, "[-32768; 17035]"
15733, "[-32768; 17034]"
15734, "[-32768; 17033]"
15735, "[-32768; 17032]"
15736, "[-32768; 17031]"
15737, "[-32768; 17030]"
15738, "[-32768; 17029]"
15739, "[-32768; 17028]"
15740, "[-32768; 17027]"
15741, "[-32768; 17026]"
15742, "[-32768; 17025]"
15743, "[-32768; 17024]"
15744, "[-32768; 17023]"
15745, "[-32768; 17022]"
15746, "[-32768; 17021]"
15747, "[-32768; 17020]"
15748, "[-32768; 17019]"
15749, "[-32768; 17018]"
15750, "[-32768; 17017]"
15751, "[-32768; 17016]"
15752, "[-32768; 17015]"
15753, "[-32768; 17014]"
15754, "[-32768; 17013]"
15755, "[-32768; 17012]"
15756, "[-32768; 17011]"
15757, "[-32768; 17010]"
15758, "[-32768; 17009]"
15759, "[-32768; 17008]"
15760, "[-32768; 17007]"
15761, "[-32768; 17006]"
15762, "[-32768; 17005]"
15763, "[-32768; 17004]"
15764, "[-32768; 17003]"
15765, "[-32768; 17002]"
15766, "[-32768; 17001]"
15767, "[-32768; 17000]"
15768, "[-32768; 16999]"
15769, "[-32768; 16998]"
15770, "[-32768; 16997]"
15771, "[-32768; 16996]"
15772, "[-32768; 16995]"
15773, "[-32768; 16994]"
15774, "[-32768; 16993]"
15775, "[-32768; 16992]"
15776, "[-32768; 16991]"
15777, "[-32768; 16990]"
15778, "[-32768; 16989]"
15779, "[-32768; 16988]"
15780, "[-32768; 16987]"
15781, "[-32768; 16986]"
15782, "[-32768; 16985]"
15783, "[-32768; 16984]"
15784, "[-32768; 16983]"
15785, "[-32768; 16982]"
15786, "[-32768; 16981]"
15787, "[-32768; 16980]"
15788, "[-32768; 16979]"
15789, "[-32768; 16978]"
15790, "[-32768; 16977]"
15791, "[-32768; 16976]"
15792, "[-32768; 16975]"
15793, "[-32768; 16974]"
15794, "[-32768; 16973]"
15795, "[-32768; 16972]"
15796, "[-32768; 16971]"
15797, "[-32768; 16970]"
15798, "[-32768; 16969]"
15799, "[-32768; 16968]"
15800, "[-32768; 16967]"
15801, "[-32768; 16966]"
15802, "[-32768; 16965]"
15803, "[-32768; 16964]"
15804, "[-32768; 16963]"
15805, "[-32768; 16962]"
15806, "[-32768; 16961]"
15807, "[-32768; 16960]"
15808, "[-32768; 16959]"
15809, "[-32768; 16958]"
15810, "[-32768; 16957]"
15811, "[-32768; 16956]"
15812, "[-32768; 16955]"
15813, "[-32768; 16954]"
15814, "[-32768; 16953]"
15815, "[-32768; 16952]"
15816, "[-32768; 16951]"
15817, "[-32768; 16950]"
15818, "[-32768; 16949]"
15819, "[-32768; 16948]"
15820, "[-32768; 16947]"
15821, "[-32768; 16946]"
15822, "[-32768; 16945]"
15823, "[-32768; 16944]"
15824, "[-32768; 16943]"
15825, "[-32768; 16942]"
15826, "[-32768; 16941]"
15827, "[-32768; 16940]"
15828, "[-32768; 16939]"
15829, "[-32768; 16938]"
15830, "[-32768; 16937]"
15831, "[-32768; 16936]"
15832, "[-32768; 16935]"
15833, "[-32768; 16934]"
15834, "[-32768; 16933]"
15835, "[-32768; 16932]"
15836, "[-32768; 16931]"
15837, "[-32768; 16930]"
15838, "[-32768; 16929]"
15839, "[-32768; 16928]"
15840, "[-32768; 16927]"
15841, "[-32768; 16926]"
15842, "[-32768; 16925]"
15843, "[-32768; 16924]"
15844, "[-32768; 16923]"
15845, "[-32768; 16922]"
15846, "[-32768; 16921]"
15847, "[-32768; 16920]"
15848, "[-32768; 16919]"
15849, "[-32768; 16918]"
15850, "[-32768; 16917]"
15851, "[-32768; 16916]"
15852, "[-32768; 16915]"
15853, "[-32768; 16914]"
15854, "[-32768; 16913]"
15855, "[-32768; 16912]"
15856, "[-32768; 16911]"
15857, "[-32768; 16910]"
15858, "[-32768; 16909]"
15859, "[-32768; 16908]"
15860, "[-32768; 16907]"
15861, "[-32768; 16906]"
15862, "[-32768; 16905]"
15863, "[-32768; 16904]"
15864, "[-32768; 16903]"
15865, "[-32768; 16902]"
15866, "[-32768; 16901]"
15867, "[-32768; 16900]"
15868, "[-32768; 16899]"
15869, "[-32768; 16898]"
15870, "[-32768; 16897]"
15871, "[-32768; 16896]"
15872, "[-32768; 16895]"
15873, "[-32768; 16894]"
15874, "[-32768; 16893]"
15875, "[-32768; 16892]"
15876, "[-32768; 16891]"
15877, "[-32768; 16890]"
15878, "[-32768; 16889]"
15879, "[-32768; 16888]"
15880, "[-32768; 16887]"
15881, "[-32768; 16886]"
15882, "[-32768; 16885]"
15883, "[-32768; 16884]"
15884, "[-32768; 16883]"
15885, "[-32768; 16882]"
15886, "[-32768; 16881]"
15887, "[-32768; 16880]"
15888, "[-32768; 16879]"
15889, "[-32768; 16878]"
15890, "[-32768; 16877]"
15891, "[-32768; 16876]"
15892, "[-32768; 16875]"
15893, "[-32768; 16874]"
15894, "[-32768; 16873]"
15895, "[-32768; 16872]"
15896, "[-32768; 16871]"
15897, "[-32768; 16870]"
15898, "[-32768; 16869]"
15899, "[-32768; 16868]"
15900, "[-32768; 16867]"
15901, "[-32768; 16866]"
15902, "[-32768; 16865]"
15903, "[-32768; 16864]"
15904, "[-32768; 16863]"
15905, "[-32768; 16862]"
15906, "[-32768; 16861]"
15907, "[-32768; 16860]"
15908, "[-32768; 16859]"
15909, "[-32768; 16858]"
15910, "[-32768; 16857]"
15911, "[-32768; 16856]"
15912, "[-32768; 16855]"
15913, "[-32768; 16854]"
15914, "[-32768; 16853]"
15915, "[-32768; 16852]"
15916, "[-32768; 16851]"
15917, "[-32768; 16850]"
15918, "[-32768; 16849]"
15919, "[-32768; 16848]"
15920, "[-32768; 16847]"
15921, "[-32768; 16846]"
15922, "[-32768; 16845]"
15923, "[-32768; 16844]"
15924, "[-32768; 16843]"
15925, "[-32768; 16842]"
15926, "[-32768; 16841]"
15927, "[-32768; 16840]"
15928, "[-32768; 16839]"
15929, "[-32768; 16838]"
15930, "[-32768; 16837]"
15931, "[-32768; 16836]"
15932, "[-32768; 16835]"
15933, "[-32768; 16834]"
15934, "[-32768; 16833]"
15935, "[-32768; 16832]"
15936, "[-32768; 16831]"
15937, "[-32768; 16830]"
15938, "[-32768; 16829]"
15939, "[-32768; 16828]"
15940, "[-32768; 16827]"
15941, "[-32768; 16826]"
15942, "[-32768; 16825]"
15943, "[-32768; 16824]"
15944, "[-32768; 16823]"
15945, "[-32768; 16822]"
15946, "[-32768; 16821]"
15947, "[-32768; 16820]"
15948, "[-32768; 16819]"
15949, "[-32768; 16818]"
15950, "[-32768; 16817]"
15951, "[-32768; 16816]"
15952, "[-32768; 16815]"
15953, "[-32768; 16814]"
15954, "[-32768; 16813]"
15955, "[-32768; 16812]"
15956, "[-32768; 16811]"
15957, "[-32768; 16810]"
15958, "[-32768; 16809]"
15959, "[-32768; 16808]"
15960, "[-32768; 16807]"
15961, "[-32768; 16806]"
15962, "[-32768; 16805]"
15963, "[-32768; 16804]"
15964, "[-32768; 16803]"
15965, "[-32768; 16802]"
15966, "[-32768; 16801]"
15967, "[-32768; 16800]"
15968, "[-32768; 16799]"
15969, "[-32768; 16798]"
15970, "[-32768; 16797]"
15971, "[-32768; 16796]"
15972, "[-32768; 16795]"
15973, "[-32768; 16794]"
15974, "[-32768; 16793]"
15975, "[-32768; 16792]"
15976, "[-32768; 16791]"
15977, "[-32768; 16790]"
15978, "[-32768; 16789]"
15979, "[-32768; 16788]"
15980, "[-32768; 16787]"
15981, "[-32768; 16786]"
15982, "[-32768; 16785]"
15983, "[-32768; 16784]"
15984, "[-32768; 16783]"
15985, "[-32768; 16782]"
15986, "[-32768; 16781]"
15987, "[-32768; 16780]"
15988, "[-32768; 16779]"
15989, "[-32768; 16778]"
15990, "[-32768; 16777]"
15991, "[-32768; 16776]"
15992, "[-32768; 16775]"
15993, "[-32768; 16774]"
15994, "[-32768; 16773]"
15995, "[-32768; 16772]"
15996, "[-32768; 16771]"
15997, "[-32768; 16770]"
15998, "[-32768; 16769]"
15999, "[-32768; 16768]"
16000, "[-32768; 16767]"
16001, "[-32768; 16766]"
16002, "[-32768; 16765]"
16003, "[-32768; 16764]"
16004, "[-32768; 16763]"
16005, "[-32768; 16762]"
16006, "[-32768; 16761]"
16007, "[-32768; 16760]"
16008, "[-32768; 16759]"
16009, "[-32768; 16758]"
16010, "[-32768; 16757]"
16011, "[-32768; 16756]"
16012, "[-32768; 16755]"
16013, "[-32768; 16754]"
16014, "[-32768; 16753]"
16015, "[-32768; 16752]"
16016, "[-32768; 16751]"
16017, "[-32768; 16750]"
16018, "[-32768; 16749]"
16019, "[-32768; 16748]"
16020, "[-32768; 16747]"
16021, "[-32768; 16746]"
16022, "[-32768; 16745]"
16023, "[-32768; 16744]"
16024, "[-32768; 16743]"
16025, "[-32768; 16742]"
16026, "[-32768; 16741]"
16027, "[-32768; 16740]"
16028, "[-32768; 16739]"
16029, "[-32768; 16738]"
16030, "[-32768; 16737]"
16031, "[-32768; 16736]"
16032, "[-32768; 16735]"
16033, "[-32768; 16734]"
16034, "[-32768; 16733]"
16035, "[-32768; 16732]"
16036, "[-32768; 16731]"
16037, "[-32768; 16730]"
16038, "[-32768; 16729]"
16039, "[-32768; 16728]"
16040, "[-32768; 16727]"
16041, "[-32768; 16726]"
16042, "[-32768; 16725]"
